"Timestamp","Station","AirTemperature","AirTemperature","RelativeHumidity","Precipitation","WindSpeed2m","WindSpeed2m","SoilTemperature5cm","SoilTemperature5cm","SoilTemperature10cm","SoilTemperature10cm","SolarRadiation","ETo","ETo"
"2025-08-04","Cheyenne",90.6,58.0,61.6,0,7.3,33.4,85.0,72.8,82.3,74.6,581.9,ET,ET
"2025-08-05","Cheyenne",96.0,63.7,62.8,0,8.4,21.7,85.8,74.4,83.9,75.8,627.0,ET,ET
"2025-08-06","Cheyenne",91.8,69.5,60.4,0,4.8,16.9,86.0,78.2,84.2,77.6,753.2,ET,ET
"2025-08-07","Cheyenne",103.9,60.7,55.7,0.14,4.0,25.1,89.6,76.0,86.8,77.6,658.9,ET,ET
"2025-08-08","Cheyenne",101.1,61.0,48.5,0.05,8.2,27.1,84.6,75.7,84.4,77.6,601.0,ET,ET
"2025-08-09","Cheyenne",91.0,58.7,69.7,1.72,6.4,44.3,86.0,65.7,83.6,74.3,553.2,ET,ET
"2025-08-10","Cheyenne",80.9,58.5,75.2,2.82,6.2,28.3,79.1,68.8,77.4,70.8,493.1,ET,ET
"2025-08-11","Cheyenne",80.8,54.3,71.4,0.01,3.9,13.4,79.7,67.3,77.0,69.2,661.8,ET,ET
"2025-08-12","Cheyenne",89.2,58.4,61.9,0,3.4,11.6,82.6,69.1,79.2,70.5,657.3,ET,ET
"2025-08-13","Cheyenne",91.2,59.5,56.8,0,10.5,26.7,81.2,71.1,79.2,72.2,651.1,ET,ET
"2025-08-14","Cheyenne",94.4,64.8,56.8,0,7.6,19.2,83.5,72.1,81.0,73.2,575.2,ET,ET
"2025-08-15","Cheyenne",99.4,63.6,48.7,0,6.7,23.3,84.6,73.8,82.7,74.9,631.0,ET,ET
"2025-08-16","Cheyenne",95.4,64.4,44.4,0,10.2,24.3,81.0,74.3,80.8,75.8,490.5,ET,ET
"2025-08-17","Cheyenne",94.4,67.4,61.9,0.05,3.2,12.1,85.7,75.3,83.7,76.3,627.7,ET,ET
"2025-08-18","Cheyenne",94.6,63.0,66.0,0.42,8.3,30.9,83.5,75.4,82.4,76.8,578.8,ET,ET
"2025-08-19","Cheyenne",87.2,57.9,68.3,0,3.7,14.9,83.3,72.0,81.2,73.9,632.5,ET,ET
"2025-08-20","Cheyenne",89.6,61.9,62.6,0,4.0,13.2,84.1,73.4,81.9,74.8,637.7,ET,ET
"2025-08-21","Cheyenne",91.5,58.5,54.4,0,4.9,16.3,82.9,73.3,81.6,75.1,634.6,ET,ET
"2025-08-22","Cheyenne",91.5,63.2,53.8,0,7.5,23.7,83.3,73.6,81.4,75.4,597.6,ET,ET
"2025-08-23","Cheyenne",77.6,62.3,78.7,0.01,4.7,15.7,78.8,75.2,80.0,76.2,333.7,ET,ET
"2025-08-24","Cheyenne",76.6,61.5,78.0,1.03,7.8,21.7,76.7,72.1,77.3,74.2,325.8,ET,ET
"2025-08-25","Cheyenne",63.6,58.3,98.7,0.03,5.3,15.8,72.1,69.0,75.5,70.8,124.8,ET,ET
"2025-08-26","Cheyenne",70.7,58.5,84.0,0,8.0,18.4,71.2,67.3,71.5,69.0,273.3,ET,ET
"2025-08-27","Cheyenne",77.7,59.8,82.7,0,8.4,19.8,72.9,67.5,72.6,68.9,331.3,ET,ET
"2025-08-28","Cheyenne",78.3,64.6,86.9,0,5.1,18.2,74.8,70.2,74.1,71.0,355.8,ET,ET
"2025-08-29","Cheyenne",86.7,63.2,79.1,0,6.4,22.9,77.8,70.5,75.6,71.4,485.7,ET,ET
"2025-08-30","Cheyenne",77.7,58.8,80.3,0.31,5.6,19.5,75.0,70.6,74.4,71.4,395.0,ET,ET
"2025-08-31","Cheyenne",78.7,54.8,73.2,0.01,5.0,22.0,73.9,68.0,73.5,69.5,570.2,ET,ET
"2025-09-01","Cheyenne",77.3,53.4,74.1,0,6.1,23.3,72.8,67.0,72.5,68.7,540.8,ET,ET
"2025-09-02","Cheyenne",85.4,49.7,67.3,0,3.2,12.1,74.2,66.3,73.3,68.2,587.1,ET,ET
"2025-09-03","Cheyenne",86.9,56.1,59.1,0,8.1,26.8,73.4,67.9,73.3,69.4,563.0,ET,ET
"2025-09-04","Cheyenne",87.1,56.5,61.8,0,8.4,22.2,73.9,68.4,73.5,69.9,491.6,ET,ET
"2025-09-05","Cheyenne",64.6,48.2,62.3,0,4.6,14.0,71.1,66.3,72.6,68.8,242.5,ET,ET
"2025-09-06","Cheyenne",76.1,44.7,68.4,0,5.7,16.5,70.9,63.3,70.5,65.6,564.7,ET,ET
"2025-09-07","Cheyenne",77.1,54.3,80.0,0,9.9,24.4,70.6,65.8,70.5,67.4,385.2,ET,ET
"2025-09-08","Cheyenne",90.5,58.0,55.4,0.03,5.4,19.2,73.8,67.8,72.7,68.8,533.2,ET,ET
"2025-09-09","Cheyenne",88.6,54.6,51.9,0.18,5.3,25.3,74.2,67.1,72.8,68.6,480.9,ET,ET
"2025-09-10","Cheyenne",84.3,54.2,67.3,0,4.7,21.5,74.2,67.5,73.0,68.7,553.9,ET,ET
"2025-09-11","Cheyenne",95.2,61.2,61.6,0.09,8.2,23.9,74.8,69.0,73.7,70.1,496.9,ET,ET
"2025-09-12","Cheyenne",93.4,63.1,38.5,0,10.5,24.0,75.2,69.3,74.2,70.4,522.4,ET,ET
"2025-09-13","Cheyenne",84.2,58.3,63.4,0,8.3,27.7,73.5,69.2,73.4,70.5,337.7,ET,ET
"2025-09-14","Cheyenne",73.1,52.7,79.1,0.66,6.1,34.3,72.4,67.8,72.3,69.2,431.7,ET,ET
"2025-09-15","Cheyenne",87.8,50.6,56.2,0,8.4,23.8,70.9,64.4,70.3,66.4,532.7,ET,ET
"2025-09-16","Cheyenne",90.0,57.7,69.1,0.25,9.4,31.7,73.0,66.5,71.7,67.9,514.1,ET,ET
"2025-09-17","Cheyenne",72.8,56.9,81.5,0.05,4.1,16.4,70.9,66.5,70.3,67.7,392.6,ET,ET
"2025-09-18","Cheyenne",72.6,49.3,72.3,0,4.9,15.9,68.8,64.2,69.5,65.9,422.9,ET,ET
"2025-09-19","Cheyenne",83.2,50.0,71.2,0,7.9,22.6,70.3,62.5,69.1,64.6,477.8,ET,ET
"2025-09-20","Cheyenne",78.6,55.2,77.7,0,4.0,14.4,71.1,65.3,70.1,66.6,416.5,ET,ET
"2025-09-21","Cheyenne",83.7,56.3,67.1,0,4.3,14.1,72.5,66.1,71.0,67.2,499.5,ET,ET
"2025-09-22","Cheyenne",85.2,56.6,55.3,0.63,6.7,20.5,71.3,65.4,70.4,66.9,419.3,ET,ET
"2025-09-23","Cheyenne",59.8,53.4,96.6,1.59,8.4,24.3,68.2,62.9,69.6,64.7,95.5,ET,ET
"2025-09-24","Cheyenne",73.0,50.1,76.0,0.01,4.8,14.6,67.3,62.0,66.3,63.4,435.1,ET,ET
"2025-09-25","Cheyenne",80.8,48.2,62.3,0,4.3,15.1,68.6,61.7,67.1,63.2,511.0,ET,ET
"2025-09-26","Cheyenne",84.7,49.1,60.5,0,4.6,13.9,68.9,61.8,67.7,63.5,480.4,ET,ET
"2025-09-27","Cheyenne",77.6,50.3,64.1,0,5.6,18.5,68.3,63.0,67.6,64.3,484.0,ET,ET
"2025-09-28","Cheyenne",86.4,52.7,61.0,0,7.4,30.7,68.7,63.1,67.7,64.6,428.6,ET,ET
"2025-09-29","Cheyenne",82.8,51.3,55.5,0,10.8,29.3,67.9,63.2,67.2,64.7,418.4,ET,ET
"2025-09-30","Cheyenne",82.9,52.7,58.4,0,10.9,28.9,68.9,62.9,67.7,64.4,466.3,ET,ET
"2025-10-01","Cheyenne",80.2,53.2,64.7,0,2.7,9.5,69.2,65.5,67.9,66.9,116.0,ET,ET
"2025-10-02","Cheyenne",85.4,50.9,59.0,0,4.1,17.1,70.0,62.3,68.5,63.8,468.7,ET,ET
"2025-10-03","Cheyenne",91.3,53.1,52.1,0,8.8,24.1,70.6,63.7,69.3,65.1,466.8,ET,ET
"2025-10-04","Cheyenne",87.7,61.4,34.9,0,18.6,41.1,69.6,64.8,69.2,66.1,440.8,ET,ET
"2025-10-05","Cheyenne",70.4,47.7,68.6,0,10.4,24.3,68.0,64.2,68.6,66.1,462.5,ET,ET
"2025-10-06","Cheyenne",54.4,45.0,79.5,0.03,7.4,19.2,64.2,61.1,66.6,62.8,126.5,ET,ET
"2025-10-07","Cheyenne",64.9,42.4,72.1,0.01,3.3,12.1,64.3,58.8,64.0,60.7,316.7,ET,ET
"2025-10-08","Cheyenne",68.2,46.0,78.9,0,8.7,22.5,62.3,58.7,63.1,60.5,167.1,ET,ET
"2025-10-09","Cheyenne",84.1,50.7,71.0,0,5.1,15.7,66.7,59.7,65.8,60.8,441.3,ET,ET
"2025-10-10","Cheyenne",77.5,46.3,70.0,0,5.9,21.6,65.8,59.4,65.3,61.2,368.5,ET,ET
"2025-10-11","Cheyenne",86.2,62.2,49.8,0,15.7,36.4,68.1,63.0,67.5,63.9,372.8,ET,ET
"2025-10-12","Cheyenne",74.9,44.9,45.0,0,9.0,25.9,66.4,61.9,67.1,64.3,418.1,ET,ET
"2025-10-13","Cheyenne",64.2,45.0,50.0,0,6.8,19.5,63.9,59.6,64.8,61.7,307.2,ET,ET
"2025-10-14","Cheyenne",73.2,47.7,80.6,0.03,8.3,24.4,63.4,59.8,63.3,61.2,169.5,ET,ET
"2025-10-15","Cheyenne",81.0,59.5,63.3,0.07,14.6,33.2,64.8,61.5,64.3,62.3,244.9,ET,ET
"2025-10-16","Cheyenne",77.0,55.0,66.4,0.12,15.2,30.8,64.8,60.8,64.3,61.9,258.0,ET,ET
"2025-10-17","Cheyenne",70.6,40.8,61.9,0,5.4,15.4,63.9,57.4,63.7,59.8,409.8,ET,ET
"2025-10-18","Cheyenne",61.3,32.9,60.0,0,7.5,31.7,58.8,53.8,61.6,57.6,360.1,ET,ET
"2025-10-19","Cheyenne",71.3,30.3,51.0,0,10.0,26.5,57.7,50.1,58.0,53.4,406.4,ET,ET
"2025-10-20","Cheyenne",62.7,30.0,40.3,0,11.6,35.8,57.1,53.1,58.0,55.3,383.5,ET,ET
"2025-10-21","Cheyenne",69.7,28.2,42.2,0,5.2,22.3,57.1,49.0,57.1,52.2,400.7,ET,ET
"2025-10-22","Cheyenne",70.9,30.5,45.7,0,3.7,10.2,58.0,49.5,57.6,52.4,393.6,ET,ET
"2025-10-23","Cheyenne",61.8,32.9,57.4,0,4.6,18.6,56.5,50.1,56.5,52.8,324.1,ET,ET
"2025-10-24","Cheyenne",64.2,35.1,72.0,0,4.1,14.6,57.7,50.9,57.4,53.2,347.0,ET,ET
"2025-10-25","Cheyenne",64.2,42.2,89.8,0,4.2,16.8,59.5,54.0,58.5,55.3,224.8,ET,ET
"2025-10-26","Cheyenne",54.8,48.2,88.8,0,8.5,18.7,57.6,56.0,58.1,56.8,109.5,ET,ET
"2025-10-27","Cheyenne",59.7,43.5,80.9,0.28,6.8,29.8,58.0,54.8,57.8,56.4,116.7,ET,ET
"2025-10-28","Cheyenne",50.1,28.5,60.6,0,13.6,33.7,54.8,47.7,56.9,51.6,322.0,ET,ET
"2025-10-29","Cheyenne",54.0,23.8,54.5,0,5.3,13.7,50.1,43.6,51.6,47.2,380.9,ET,ET
"2025-10-30","Cheyenne",57.9,31.4,45.0,0,8.2,23.8,50.1,44.2,51.0,47.0,363.7,ET,ET
"2025-10-31","Cheyenne",52.5,24.2,61.7,0,3.5,13.0,48.3,42.8,49.6,45.9,212.4,ET,ET
"2025-11-01","Cheyenne",60.4,20.5,60.4,0,3.4,13.5,48.6,41.6,48.9,44.7,328.4,ET,ET
"2025-11-02","Cheyenne",84.1,30.5,35.5,0,6.7,20.1,53.0,43.0,52.2,45.4,353.0,ET,ET
"2025-11-03","Cheyenne",58.0,28.4,54.1,0,5.2,17.3,51.1,45.5,51.4,48.0,288.1,ET,ET
"2025-11-04","Cheyenne",83.0,31.3,51.7,0,4.4,25.4,53.4,44.9,52.7,47.4,290.7,ET,ET
"2025-11-05","Cheyenne",59.6,32.1,60.0,0,6.4,21.7,52.3,46.1,52.2,48.5,334.8,ET,ET
"2025-11-06","Cheyenne",71.1,37.3,44.8,0,10.8,29.2,53.0,47.4,53.0,49.1,284.2,ET,ET
"2025-11-07","Cheyenne",61.9,39.2,38.3,0,7.1,24.8,52.8,47.7,52.9,49.7,274.2,ET,ET
"2025-11-08","Cheyenne",55.0,27.1,49.1,0,12.5,36.3,50.4,46.8,52.2,49.1,328.2,ET,ET
"2025-11-09","Cheyenne",45.8,19.7,71.2,0,7.0,20.0,47.3,42.9,49.9,46.0,293.1,ET,ET
"2025-11-10","Cheyenne",60.2,15.9,55.5,0,7.6,23.4,46.6,39.5,47.0,42.7,280.0,ET,ET
"2025-11-11","Cheyenne",70.8,35.6,36.5,0,7.8,26.6,50.3,43.9,50.1,45.9,281.4,ET,ET
"2025-11-12","Cheyenne",69.6,28.9,51.0,0,5.3,18.3,50.3,43.2,50.0,45.8,253.9,ET,ET
"2025-11-13","Cheyenne",78.2,36.3,41.5,0,4.3,11.4,53.4,45.8,52.4,47.5,308.6,ET,ET
"2025-11-14","Cheyenne",81.0,38.0,41.0,0,4.7,15.8,54.1,46.3,53.1,48.3,295.2,ET,ET
"2025-11-15","Cheyenne",71.2,38.4,48.9,0,3.8,13.4,54.4,47.4,53.4,49.2,265.2,ET,ET
"2025-11-16","Cheyenne",66.5,32.8,61.9,0,9.1,25.9,52.6,46.4,52.3,48.6,289.0,ET,ET
"2025-11-17","Cheyenne",64.2,37.5,59.1,0,8.0,24.3,53.0,48.1,52.6,49.7,266.6,ET,ET
"2025-11-18","Cheyenne",54.1,37.0,73.1,0,5.2,14.1,51.8,47.3,51.8,49.1,247.7,ET,ET
"2025-11-19","Cheyenne",61.2,31.6,78.2,0,4.9,13.2,51.7,46.4,51.3,48.2,238.9,ET,ET
"2025-11-20","Cheyenne",45.8,27.0,91.9,0.22,5.4,16.3,47.1,44.0,49.8,46.4,61.1,ET,ET
"2025-11-21","Cheyenne",44.1,35.7,97.4,0.25,7.5,18.5,47.4,45.2,47.9,46.8,92.1,ET,ET
"2025-11-22","Cheyenne",58.2,32.4,74.8,0.01,5.8,19.7,48.2,42.4,48.1,44.8,283.5,ET,ET
"2025-11-23","Cheyenne",58.7,31.5,83.6,0.05,6.7,24.8,46.9,41.2,47.1,43.9,162.1,ET,ET
"2025-11-24","Cheyenne",51.0,31.6,93.6,0,4.3,13.4,48.5,44.5,48.4,47.1,97.9,ET,ET
"2025-11-25","Cheyenne",41.8,19.3,57.2,0.01,13.2,34.5,44.5,38.8,47.1,42.4,275.7,ET,ET
"2025-11-26","Cheyenne",39.4,16.2,65.3,0,4.6,15.4,38.8,35.7,42.4,39.1,150.1,ET,ET
"2025-11-27","Cheyenne",50.4,23.6,64.6,0,5.5,13.1,40.4,35.4,41.2,38.2,225.3,ET,ET
"2025-11-28","Cheyenne",39.5,28.0,85.8,0,8.0,20.7,39.4,36.9,41.0,39.1,73.0,ET,ET
"2025-11-29","Cheyenne",30.5,10.6,71.0,0,13.1,35.6,38.7,34.4,40.3,37.6,253.9,ET,ET
"2025-11-30","Cheyenne",23.0,7.6,73.0,0,4.9,15.8,34.4,33.0,37.6,35.6,158.0,ET,ET
"2025-12-01","Cheyenne",37.5,5.4,71.1,0.01,6.7,20.6,33.0,32.7,35.6,34.9,273.0,ET,ET
"2025-12-02","Cheyenne",53.8,18.1,49.1,0,5.8,15.6,32.8,32.0,35.0,33.8,243.9,ET,ET
"2025-12-03","Cheyenne",36.7,23.1,82.4,0,5.3,14.9,33.4,32.7,35.2,34.6,100.5,ET,ET
"2025-12-04","Cheyenne",38.9,21.5,84.1,0.09,9.4,24.5,36.2,33.4,36.7,35.2,249.6,ET,ET
"2025-12-05","Cheyenne",46.8,19.6,68.9,0,6.7,20.8,35.2,33.5,36.4,35.5,146.1,ET,ET
"2025-12-06","Cheyenne",55.5,22.9,67.6,0,10.1,28.5,38.2,33.7,38.2,35.5,178.0,ET,ET
"2025-12-07","Cheyenne",49.9,21.5,76.4,0,5.2,22.4,38.2,34.3,38.3,36.2,235.3,ET,ET
"2025-12-08","Cheyenne",56.9,22.8,56.5,0,8.0,25.8,38.0,33.9,38.2,35.9,248.9,ET,ET
"2025-12-09","Cheyenne",66.4,28.4,50.2,0,10.4,39.3,40.8,34.6,40.6,36.4,171.8,ET,ET
"2025-12-10","Cheyenne",49.5,28.3,53.1,0,9.8,30.8,41.0,37.1,40.9,38.8,225.5,ET,ET
"2025-12-11","Cheyenne",74.5,35.4,43.1,0,7.9,28.5,44.1,37.6,43.3,39.1,226.5,ET,ET
"2025-12-12","Cheyenne",50.9,26.0,77.8,0,5.4,18.7,42.6,37.5,42.7,39.6,218.1,ET,ET
"2025-12-13","Cheyenne",37.2,18.9,96.6,0,7.7,20.6,40.3,36.5,41.6,38.9,88.8,ET,ET
"2025-12-14","Cheyenne",44.8,20.2,82.0,0,11.4,23.0,38.2,34.8,38.9,36.8,226.7,ET,ET
"2025-12-15","Cheyenne",64.3,25.6,49.0,0,6.1,16.8,40.1,34.5,40.0,36.7,228.9,ET,ET
"2025-12-16","Cheyenne",65.3,25.4,40.4,0,7.7,23.5,40.7,34.8,40.3,36.9,173.0,ET,ET
"2025-12-17","Cheyenne",61.1,30.3,44.0,0,13.4,61.7,40.8,36.4,41.0,38.0,149.9,ET,ET
"2025-12-18","Cheyenne",52.6,15.9,39.6,0,17.2,51.0,40.8,35.4,41.2,38.5,237.9,ET,ET
"2025-12-19","Cheyenne",67.1,22.9,40.2,0,8.4,22.0,39.9,34.0,39.7,36.3,146.5,ET,ET
"2025-12-20","Cheyenne",48.9,26.0,50.8,0,6.5,30.2,39.9,36.6,40.0,38.1,183.8,ET,ET
"2025-12-21","Cheyenne",53.9,24.6,52.6,0,14.1,35.9,39.4,35.2,39.6,37.0,174.2,ET,ET
"2025-12-22","Cheyenne",75.0,27.3,49.1,0,6.2,21.4,44.2,36.7,43.0,38.2,246.5,ET,ET
"2025-12-23","Cheyenne",66.3,30.3,54.9,0,5.4,15.9,44.1,38.2,43.3,39.9,228.9,ET,ET
"2025-12-24","Cheyenne",76.6,35.8,42.7,0,5.4,14.9,46.2,40.5,45.1,41.6,235.6,ET,ET
"2025-12-25","Cheyenne",72.9,34.2,51.0,0,4.6,15.3,46.8,40.2,45.5,41.6,189.3,ET,ET
"2025-12-26","Cheyenne",59.4,28.9,53.3,0,5.4,15.1,44.3,40.0,44.8,41.8,125.3,ET,ET
"2025-12-27","Cheyenne",64.2,31.1,44.4,0,5.9,22.1,44.3,39.3,43.9,41.1,189.3,ET,ET
"2025-12-28","Cheyenne",43.2,15.0,53.9,0,14.8,36.2,42.3,34.3,43.5,37.9,216.7,ET,ET
"2025-12-29","Cheyenne",43.5,7.5,41.9,0,6.2,18.5,34.6,31.7,37.9,34.5,256.8,ET,ET
"2025-12-30","Cheyenne",54.9,18.1,45.8,0,8.0,20.4,36.1,31.4,36.6,33.6,255.6,ET,ET
"2025-12-31","Cheyenne",63.5,21.2,45.9,0,7.5,24.0,39.1,32.1,38.6,34.3,254.2,ET,ET
